Schuljahr,Schulform,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulnummer,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Straße und Hausnummer,Postleitzahl,Ort,Rechtsstatus,Telefonnummer Vorwahl,Telefonnummer Durchwahl,Faxnummer Vorwahl,Faxnummer Durchwahl,Offizielle E-Mail-Adresse,Anzahl,Sozialindex,latitude,longitude,found_address
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,167058,Städt. Maximilian-Kolbe-Gymnasium,,,Nachtigallenstr. 19-21,51147,Köln,Öffentlich,02203,2020770,02203,20207777,167058@schule.nrw.de,745,4,50.8635775,7.0896744,"Maximilian-Kolbe-Gymnasium, 19-21, Nachtigallenstraße, Wahn, Porz, Köln, Nordrhein-Westfalen, 51147, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,167060,Stadtgymnasium Köln-Porz,- Sekundarstufen I und II -,,Humboldtstr. 2-8,51145,Köln,Öffentlich,02203,894020,02203,8940219,167060@schule.nrw.de,920,5,50.8834425,7.0723792,"Stadtgymnasium Köln-Porz, 2-8, Humboldtstraße, Porz, Köln, Nordrhein-Westfalen, 51145, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,183040,Städt. Lessing-Gymnasium,- Sekundarstufen I und II -,,Heerstr. 7,51143,Köln,Öffentlich,02203,9920166,02203,9920168,183040@schule.nrw.de,935,2,50.8672476,7.0550405,"7, Heerstraße, Zündorf, Porz, Köln, Nordrhein-Westfalen, 51143, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,184858,Städt. Heinrich-Heine-Gymnasium,- Sekundarstufen I und II -,,Hardtgenbuscher Kirchweg 100,51107,Köln,Öffentlich,0221,98976223,0221,98976254,184858@schule.nrw.de,885,4,50.9269217,7.04788,"Heinrich-Heine-Gymnasium, 100, Hardtgenbuscher Kirchweg, Ostheim, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,185255,Städt. Heinrich-Mann-Gymnasium,- Sekundarstufen I und II -,,Fühlinger Weg 4,50765,Köln,Öffentlich,0221,9794640,0221,97946430,185255@schule.nrw.de,1010,5,51.0182682,6.88409,"Heinrich-Mann-Gymnasium, 4, Fühlinger Weg, Volkhoven, Volkhoven/Weiler, Chorweiler, Köln, Nordrhein-Westfalen, 50765, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,185437,"Gymnasium, Köln-Pesch",der Stadt Köln,Sekundarstufen I und II,Schulstr. 18,50767,Köln,Öffentlich,0221,990910,0221,9909111,185437@schule.nrw.de,955,2,50.997967,6.8719154,"Gymnasium Köln Pesch, 18, Schulstraße, Pesch, Chorweiler, Köln, Nordrhein-Westfalen, 50767, Deutschland"
2024/25,Gymnasium,05315000,Krfr. Stadt Köln,195376,Ferdinand Franz Wallraf Gymnasium,Staatl. anerkannte Ersatzschule,,Arnsberger Str. 11,51065,Köln,Privat,0221,96819812,0221,96819814,195376@schule.nrw.de,525,,50.9538798,7.0152968,"Ferdinand Franz Wallraf Gymnasium, 11, Arnsberger Straße, Buchheim, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
2024/25,Gymnasium,05316000,Krfr. Stadt Leverkusen,165001,Freiherr-vom-Stein-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Morsbroicher Str. 77,51375,Leverkusen,Öffentlich,0214,855710,0214,8557130,165001@schule.nrw.de,975,2,51.0341394,7.038199,"Freiherr-vom-Stein-Gymnasium, 77, Morsbroicher Straße, Schlebusch, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51375, Deutschland"
2024/25,Gymnasium,05316000,Krfr. Stadt Leverkusen,165013,Lise-Meitner-Gymnasium,Städt. Gymnasium f. Jungen u. Mädchen,,Am Stadtpark 50,51373,Leverkusen,Öffentlich,0214,830260,0214,8302690,165013@schule.nrw.de,1120,4,51.0339321,7.0010841,"Lise-Meitner-Gymnasium, 50, Am Stadtpark, Wiesdorf, Stadtbezirk I, Leverkusen, Nordrhein-Westfalen, 51373, Deutschland"
2024/25,Gymnasium,05316000,Krfr. Stadt Leverkusen,166182,Erzbischöfliche Marienschule,Leverkusen-Opladen,Staatl. genehm. Ersatzschule,An St. Remigius 21,51379,Leverkusen,Privat,02171,48901,02171,29133,166182@schule.nrw.de,1040,,51.0689428,7.0042978,"21, An St. Remigius, Opladen, Stadtbezirk II, Leverkusen, Nordrhein-Westfalen, 51379, Deutschland"
2024/25,Gymnasium,05316000,Krfr. Stadt Leverkusen,166194,Landrat-Lucas-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Peter-Neuenheuser-Str. 7-11,51379,Leverkusen,Öffentlich,02171,711220,02171,711299,166194@schule.nrw.de,1620,3,51.0629557,7.0013898,"Landrat-Lucas-Gymnasium, 7-11, Peter-Neuenheuser-Straße, Opladen, Stadtbezirk II, Leverkusen, Nordrhein-Westfalen, 51379, Deutschland"
2024/25,Gymnasium,05316000,Krfr. Stadt Leverkusen,166200,Werner-Heisenberg-Gymnasium,Städt. Gym. - Sekundarstufen I und II -,Leverkusen-Lützenkirchen,Werner-Heisenberg-Str. 1,51381,Leverkusen,Öffentlich,02171,70670,02171,706741,166200@schule.nrw.de,845,3,51.0664901,7.0423052,"1, Werner-Heisenberg-Straße, Lützenkirchen, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51381, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167290,Kaiser-Karls-Gymnasium,Städt. Gymnasium,,Augustinerbach 7,52062,Aachen,Öffentlich,0241,949630,0241,9496322,167290@schule.nrw.de,865,3,50.7770369,6.0821235,"Kaiser-Karls-Gymnasium, 7, Augustinerbach, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167307,Viktoriaschule Aachen,Priv. Gymnasium der ev.Kirche im Rheinl.,für Jungen und Mädchen,Warmweiherstr. 4-8,52066,Aachen,Privat,0241,946190,0241,9461931,167307@schule.nrw.de,680,,50.7681457,6.0962982,"Viktoriaschule, 4-8, Warmweiherstraße, Steffensviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167319,Rhein-Maas-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Rhein-Maas-Str. 2,52066,Aachen,Öffentlich,0241,609430,0241,603970,167319@schule.nrw.de,605,3,50.7576138,6.0867685,"Rhein-Maas-Gymnasium, 2, Rhein-Maas-Straße, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167320,Anne-Frank-Gymnasium,der Stadt Aachen,,Hander Weg 89,52072,Aachen,Öffentlich,0241,1769200,0241,1769226,167320@schule.nrw.de,640,2,50.804875,6.0514797,"Anne-Frank-Gymnasium, 89, Hander Weg, Laurensberg, Vetschau, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52072, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167332,Städt. Couven-Gymnasium,,,Lütticher Str. 111a,52074,Aachen,Öffentlich,0241,705200,0241,7052032,167332@schule.nrw.de,1130,4,50.7631947,6.0709447,"Couven-Gymnasium, 111a, Lütticher Straße, Hanbruch, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52074, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167344,Priv. St.-Ursula-Gymnasium,,,Bergdriesch 32-36,52062,Aachen,Privat,0241,47030435,0241,23595,167344@schule.nrw.de,650,,50.7804065,6.0839117,"St. Ursula Gymnasium, 32-36, Bergdriesch, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167356,Städt. Einhard-Gymnasium,,,Robert-Schuman-Str. 4,52066,Aachen,Öffentlich,0241,67017,0241,65006,167356@schule.nrw.de,945,3,50.7567163,6.0926407,"Einhard-Gymnasium, 4, Robert-Schuman-Straße, Siegel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167368,Städt. Gymnasium St. Leonhard,,,Jesuitenstr. 9,52062,Aachen,Öffentlich,0241,4131980,0241,41319837,167368@schule.nrw.de,760,3,50.7730203,6.083587,"9, Jesuitenstraße, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167370,Priv. Bischöfliches Pius-Gymnasium,,,Eupener Str. 158,52066,Aachen,Privat,0241,609040,0241,6090429,167370@schule.nrw.de,775,,50.7528506,6.0845574,"Bischöfliches Pius-Gymnasium, 158, Eupener Straße, Steinebrück, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167381,Geschwister-Scholl-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Stolberger Str. 200,52068,Aachen,Öffentlich,0241,503962,0241,537414,167381@schule.nrw.de,520,7,50.7758578,6.1226824,"Geschwister-Scholl-Gymnasium, 200, Stolberger Straße, Forst, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52068, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,167393,Inda-Gymnasium,Städt. Gym. für Jungen und Mädchen,,Gangolfsweg 52,52076,Aachen,Öffentlich,02408,3071,02408,7693,167393@schule.nrw.de,1185,2,50.7251754,6.1774209,"Inda-Gymnasium, 52, Gangolfsweg, Kornelimünster, Kornelimünster/Walheim, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52076, Deutschland"
2024/25,Gymnasium,05334002,Krfr. Stadt Aachen,195431,Amos Comenius Gymnasium,,,Kurbrunnenstr. 6,52066,Aachen,Privat,0241,91609560,0241,91609570,195431@schule.nrw.de,165,,50.7663221,6.0980774,"Amos Comenius Gymnasium, 6, Kurbrunnenstraße, Steffensviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
2024/25,Gymnasium,05334004,"Alsdorf, Stadt",167400,Gymnasium Alsdorf,,,Konrad-Adenauer-Allee 1,52477,Alsdorf,Öffentlich,02404,55880,02404,558829,167400@schule.nrw.de,775,3,50.8739672,6.1485163,"Gymnasium Alsdorf, 1, Konrad-Adenauer-Allee, Wohnanlage Zopper Hof, Zopp, Alsdorf, Städteregion Aachen, Nordrhein-Westfalen, 52477, Deutschland"
2024/25,Gymnasium,05334008,"Baesweiler, Stadt",167411,Gymnasium,der Stadt Baesweiler,,Otto-Hahn-Str. 16-18,52499,Baesweiler,Öffentlich,02401,2151,02401,88057,167411@schule.nrw.de,935,3,50.9109015,6.1873079,"Gymnasium der Stadt Baesweiler, 16-18, Otto-Hahn-Straße, Baesweiler, Städteregion Aachen, Nordrhein-Westfalen, 52499, Deutschland"
2024/25,Gymnasium,05334012,"Eschweiler, Stadt",167423,Bischöfliche Liebfrauenschule,Staatl. anerkanntes Gymnasium,des Bistums Aachen  - Sek. I und II -,Liebfrauenstr. 30,52249,Eschweiler,Privat,02403,70450,02403,7045120,167423@schule.nrw.de,860,,50.8249728,6.2642717,"Bischöfliche Liebfrauenschule, 30, Liebfrauenstraße, Vöckelsberg, Dürwiß, Eschweiler, Städteregion Aachen, Nordrhein-Westfalen, 52249, Deutschland"
2024/25,Gymnasium,05334012,"Eschweiler, Stadt",167435,Städt. Gymnasium,,,Peter-Paul-Str. 13,52249,Eschweiler,Öffentlich,02403,50670,02403,506725,167435@schule.nrw.de,715,4,50.8209665,6.2725239,"Hauptgebäude, 13, Peter-Paul-Straße, Röthgen, Nothberg, Eschweiler, Städteregion Aachen, Nordrhein-Westfalen, 52249, Deutschland"
2024/25,Gymnasium,05334016,"Herzogenrath, Stadt",167447,Städt. Gymnasium Herzogenrath,,,Bardenberger Str. 72,52134,Herzogenrath,Öffentlich,02406,4045,02406,13942,167447@schule.nrw.de,1020,2,50.8631333,6.1069929,"Städtisches Gymnasium Herzogenrath, 72, Bardenberger Straße, Ruif, Herzogenrath, Städteregion Aachen, Nordrhein-Westfalen, 52134, Deutschland"
2024/25,Gymnasium,05334020,"Monschau, Stadt",167459,St. Michael-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Walter-Scheibler-Str. 51,52156,Monschau,Öffentlich,02472,800100,02472,8001030,167459@schule.nrw.de,750,2,50.5566274,6.2362181,"St.-Michael-Gymnasium, 51, Walter-Scheibler-Straße, Mützenich, Monschau, Städteregion Aachen, Nordrhein-Westfalen, 52156, Deutschland"
2024/25,Gymnasium,05334032,"Stolberg (Rhld.), Stadt",167460,Städt. Ritzefeld Gymnasium,,,Ritzefeldstr. 59,52222,Stolberg (Rhld.),Öffentlich,02402,29128,02402,22033,167460@schule.nrw.de,670,3,50.7755252,6.227731,"Ritzefeld-Gymnasium, 59, Ritzefeldstraße, Donnerberg, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52222, Deutschland"
2024/25,Gymnasium,05334032,"Stolberg (Rhld.), Stadt",167472,Städt. Goethe-Gymnasium,,,Lerchenweg 5,52223,Stolberg (Rhld.),Öffentlich,02402,23791,02402,22613,167472@schule.nrw.de,685,3,50.7688431,6.2228606,"Goethe Gymnasium Stolberg, 5, Lerchenweg, Münsterbusch, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52223, Deutschland"
2024/25,Gymnasium,05334036,"Würselen, Stadt",167484,Gymnasium der Stadt Würselen,,,Klosterstr. 74,52146,Würselen,Öffentlich,02405,413290,02405,4132910,167484@schule.nrw.de,795,3,50.8200128,6.1265297,"74, Klosterstraße, Bissen, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland"
2024/25,Gymnasium,05334036,"Würselen, Stadt",167496,Heilig-Geist-Gymnasium,Priv. Gymnasium für Jungen und Mädchen,,Broicher Str. 103,52146,Würselen,Privat,02405,7080,02405,70838,167496@schule.nrw.de,840,,50.8431248,6.1756019,"Heilig-Geist-Gymnasium, 103, Broicher Straße, Broich, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland"
2024/25,Gymnasium,05358008,"Düren, Stadt",167502,Bischöfliche St. Angela-Schule,Gymnasium,,Bismarckstr. 24,52351,Düren,Privat,02421,16041,02421,2079642,167502@schule.nrw.de,625,,50.8058184,6.4899915,"Bischöfliche St. Angela Schule, 24, Bismarckstraße, Grüngürtel, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
2024/25,Gymnasium,05358008,"Düren, Stadt",167514,Stiftisches Gymnasium,,,Altenteich 14,52349,Düren,Öffentlich,02421,28990,02421,289916,167514@schule.nrw.de,930,,50.7995767,6.4813134,"Stiftisches Gymnasium, 14, Altenteich, Rölsdorf, Düren, Kreis Düren, Nordrhein-Westfalen, 52349, Deutschland"
2024/25,Gymnasium,05358008,"Düren, Stadt",167526,Städt. Rurtal-Gymnasium,,,Bismarckstr. 17,52351,Düren,Öffentlich,02421,206380,02421,2063829,167526@schule.nrw.de,575,3,50.8070445,6.4891963,"Rurtal-Gymnasium, 17, Bismarckstraße, Grüngürtel, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
2024/25,Gymnasium,05358008,"Düren, Stadt",167538,Städt. Burgau-Gymnasium,für Jungen und Mädchen,,Karl-Arnold-Str. 5,52349,Düren,Öffentlich,02421,121960,02421,1219616,167538@schule.nrw.de,785,3,50.7870894,6.4932666,"Burgau-Gymnasium, 5, Karl-Arnold-Straße, Düren, Kreis Düren, Nordrhein-Westfalen, 52349, Deutschland"
2024/25,Gymnasium,05358008,"Düren, Stadt",167540,Städt. Gymnasium am Wirteltor,,,Hans-Brückmann-Str. 1,52351,Düren,Öffentlich,02421,209090,02421,2090929,167540@schule.nrw.de,910,4,50.8071832,6.4861227,"Gymnasium am Wirteltor, 1, Hans-Brückmann-Straße, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
2024/25,Gymnasium,05358016,Hürtgenwald,167551,Priv. Franziskus-Gymnasium,Hürtgenwald-Vossenack,,Franziskusweg 1,52393,Hürtgenwald,Privat,02429,30860,02429,30866,167551@schule.nrw.de,505,,50.6738035,6.348819,"Franziskanerkloster Vossenack, 1, Franziskusweg, Hürtgenwald, Kreis Düren, Nordrhein-Westfalen, 52393, Deutschland"
2024/25,Gymnasium,05358024,"Jülich, Stadt",167563,Priv. Gymnasium Haus Overbach,,,Franz-von-Sales-Str. 3,52428,Jülich,Privat,02461,930300,02461,930399,167563@schule.nrw.de,835,,50.9415229,6.3076491,"Gymnasium Haus Overbach, 3, Franz-von-Sales-Straße, Barmen, Jülich, Kreis Düren, Nordrhein-Westfalen, 52428, Deutschland"
2024/25,Gymnasium,05358024,"Jülich, Stadt",167575,St. Josef-Schule,Priv. Mädchengymnasium Jülich,,Dr.-Weyer-Str. 5,52428,Jülich,Privat,02461,97830,02461,978333,167575@schule.nrw.de,490,,50.9230766,6.3671526,"Mädchengymnasium Jülich, 5, Dr.-Weyer-Straße, Lich-Steinstraß, Jülich, Kreis Düren, Nordrhein-Westfalen, 52428, Deutschland"
2024/25,Gymnasium,05358024,"Jülich, Stadt",167587,Gymnasium Zitadelle,der Stadt Jülich,,In der Zitadelle,52428,Jülich,Öffentlich,02461,978610,02461,978612,167587@schule.nrw.de,825,2,50.9259255,6.3593809,"In der Zitadelle, Lich-Steinstraß, Jülich, Kreis Düren, Nordrhein-Westfalen, 52428, Deutschland"
2024/25,Gymnasium,05358028,Kreuzau,192090,Gymnasium der Gemeinde Kreuzau,,,Am Wassergarten 2,52372,Kreuzau,Öffentlich,02422,94160,02422,9416299,192090@schule.nrw.de,630,1,50.7450347,6.4842269,"Gymnasium der Gemeinde Kreuzau, 2, Am Wassergarten, Winden, Kreuzau, Kreis Düren, Nordrhein-Westfalen, 52372, Deutschland"
2024/25,Gymnasium,05362004,"Bedburg, Stadt",166753,Silverberg-Gymnasium,,,Eichendorffstr. 1,50181,Bedburg,Öffentlich,02272,2320,02272,3338,166753@schule.nrw.de,955,2,50.9878906,6.5661702,"1, Eichendorffstraße, Lipp, Bedburg, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50181, Deutschland"
2024/25,Gymnasium,05362008,"Bergheim, Stadt",166765,Erftgymnasium,der Stadt Bergheim,,Schützenstr. 20,50126,Bergheim,Öffentlich,02271,47370,02271,473737,166765@schule.nrw.de,775,3,50.9572035,6.6412335,"Erftgymnasium Bergheim, 20, Schützenstraße, Kenten, Bergheim, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50126, Deutschland"
2024/25,Gymnasium,05362008,"Bergheim, Stadt",166777,Städt. Gutenberg Gymnasium,,,Gutenbergstr. 2-6,50126,Bergheim,Öffentlich,02271,768670,02271,7686767,166777@schule.nrw.de,900,3,50.9501401,6.6337926,"Gutenberg-Gymnasium, 2-6, Gutenbergstraße, Kenten, Thorr, Bergheim, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50126, Deutschland"
2024/25,Gymnasium,05362012,"Brühl, Stadt",166881,Max-Ernst-Gymnasium,der Stadt Brühl,- Sekundarstufen I und II -,Rodderweg 66,50321,Brühl,Öffentlich,02232,923130,02232,9231323,166881@schule.nrw.de,1085,2,50.8295146,6.8887818,"Max-Ernst-Gymnasium, 66, Rodderweg, Kierberg, Brühl, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50321, Deutschland"
2024/25,Gymnasium,05362012,"Brühl, Stadt",166893,St. Ursula-Gymnasium,Priv. Erzbischöfliches Gymnasium,,Kaiserstr. 22,50321,Brühl,Privat,02232,70707,02232,707080,166893@schule.nrw.de,1090,,50.8347632,6.9029768,"Erzbischöfliches St. Ursula-Gymnasium Brühl, 22, Kaiserstraße, Brühl-Nord, Vochem, Brühl, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50321, Deutschland"
2024/25,Gymnasium,05362020,"Erftstadt, Stadt",166789,Gymnasium Lechenich,,,Dr.-Josef-Fieger-Str. 7,50374,Erftstadt,Öffentlich,02235,952273,02235,952275,166789@schule.nrw.de,665,1,50.8059722,6.7738939,"Gymnasium und Realschule Lechenich, 7, Dr.-Josef-Fieger-Straße, Lechenich, Erftstadt, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50374, Deutschland"
2024/25,Gymnasium,05362020,"Erftstadt, Stadt",184690,Ville-Gymnasium,der Stadt Erftstadt,mit Sekundarstufen I und II,Schwalbenstr. 1,50374,Erftstadt,Öffentlich,02235,922253,02235,922255,184690@schule.nrw.de,845,2,50.8138788,6.8180847,"Ville-Gymnasium, 1, Schwalbenstraße, Liblar, Erftstadt, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50374, Deutschland"
2024/25,Gymnasium,05362024,"Frechen, Stadt",166900,Gymnasium der Stadt Frechen,,,Rotdornweg 43,50226,Frechen,Öffentlich,02234,955560,02234,9555666,166900@schule.nrw.de,1240,2,50.9177699,6.8066995,"43, Rotdornweg, Hücheln, Frechen, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50226, Deutschland"
2024/25,Gymnasium,05362028,"Hürth, Stadt",166911,Ernst-Mach-Gymnasium Hürth,Städtisches Gymnasium,,Bonnstr. 64-66,50354,Hürth,Öffentlich,02233,974260,02233,9742644,166911@schule.nrw.de,1085,2,50.8807576,6.8779419,"Ernst-Mach-Gymnasium, 64-66, Bonnstraße, Hermülheim, Hürth, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50354, Deutschland"
2024/25,Gymnasium,05362028,"Hürth, Stadt",184706,Albert-Schweitzer-Gymnasium Hürth,Hürth-Mitte,,Sudetenstr. 37,50354,Hürth,Öffentlich,02233,80550,02233,8055155,184706@schule.nrw.de,1325,2,50.8862546,6.8719615,"Albert-Schweitzer-Gymnasium, 37, Sudetenstraße, Alstädten, Alstädten-Burbach, Stotzheim, Hürth, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50354, Deutschland"
2024/25,Gymnasium,05362032,"Kerpen, Stadt",166741,Europagymnasium Kerpen,Gymnasium der Kolpingstadt Kerpen,Sekundarst. I u. II,Philipp-Schneider-Str. 12-20,50171,Kerpen,Öffentlich,02237,929410,02237,9294140,166741@schule.nrw.de,1915,2,50.8791042,6.6891662,"Europagymnasium Kerpen, 12-20, Philipp-Schneider-Straße, Mödrath, Kerpen, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50171, Deutschland"
2024/25,Gymnasium,05362036,"Pulheim, Stadt",166959,Geschwister-Scholl-Gymnasium,,,Hackenbroicher Str. 66a,50259,Pulheim,Öffentlich,02238,965440,02238,9654424,166959@schule.nrw.de,1400,1,51.0063875,6.7997564,"Geschwister-Scholl-Gymnasium, 66a, Hackenbroicher Straße, Pulheim, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50259, Deutschland"
2024/25,Gymnasium,05362036,"Pulheim, Stadt",183910,Abtei-Gymnasium,,,Kastanienallee 2,50259,Pulheim,Öffentlich,02234,9820211,02234,9820223,183910@schule.nrw.de,960,1,50.9586673,6.7928851,"Abtei-Gymnasium Brauweiler, 2, Kastanienallee, Freimersdorf, Brauweiler, Pulheim, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50259, Deutschland"
2024/25,Gymnasium,05362040,"Wesseling, Stadt",166947,Käthe-Kollwitz-Gymnasium,der Stadt Wesseling,,Bogenstr.,50389,Wesseling,Öffentlich,02236,898800,02236,898816,166947@schule.nrw.de,510,5,50.8244563,6.9734492,"Bogenstraße, Gemarkung Wesseling, Wesseling-Mitte, Wesseling, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50389, Deutschland"
2024/25,Gymnasium,05366004,"Bad Münstereifel, Stadt",166819,St. Angela-Gymnasium,Priv. Erzbischöfliches Gymnasium,für Jungen und Mädchen,Sittardweg 8,53902,Bad Münstereifel,Privat,02253,54510,02253,545128,166819@schule.nrw.de,660,,50.5491353,6.7614197,"St. Angela-Gymnasium, 8, Sittardweg, Rodert, Bad Münstereifel, Kreis Euskirchen, Nordrhein-Westfalen, 53902, Deutschland"
2024/25,Gymnasium,05366004,"Bad Münstereifel, Stadt",166820,Städt. St.Michael-Gymnasium,für Jungen und Mädchen,,Markt 11,53902,Bad Münstereifel,Öffentlich,02253,92130,02253,921320,166820@schule.nrw.de,635,1,50.5534348,6.7642469,"St. Michael-Gymnasium, 11, Markt, Rodert, Bad Münstereifel, Kreis Euskirchen, Nordrhein-Westfalen, 53902, Deutschland"
2024/25,Gymnasium,05366016,"Euskirchen, Stadt",166790,Marienschule,Städt. Gymnasium,- Sekundarstufen I und II -,Basingstoker Ring 3,53879,Euskirchen,Öffentlich,02251,148630,02251,148631,166790@schule.nrw.de,980,2,50.6559197,6.7779735,"3, Basingstoker Ring, Rüdesheim, Euskirchen, Kreis Euskirchen, Nordrhein-Westfalen, 53879, Deutschland"
2024/25,Gymnasium,05366016,"Euskirchen, Stadt",166807,Städt. Emil-Fischer-Gymnasium,- Sekundarstufen I und II -,,Emil-Fischer-Str. 23-27,53879,Euskirchen,Öffentlich,02251,147321,02251,147323,166807@schule.nrw.de,700,3,50.6620488,6.7978234,"23-27, Emil-Fischer-Straße, Altstadt, Euskirchen, Kreis Euskirchen, Nordrhein-Westfalen, 53879, Deutschland"
2024/25,Gymnasium,05366024,Kall,166844,Hermann-Josef-Kolleg,Kloster Steinfeld,Priv. Gymnasium für Mädchen und Jungen,Hermann-Josef-Str. 4,53925,Kall,Privat,02441,889141,02441,1833,166844@schule.nrw.de,680,,50.5036315,6.5637718,"Kloster Steinfeld, 4, Hermann-Josef-Straße, Steinfeld, Kall, Kreis Euskirchen, Nordrhein-Westfalen, 53925, Deutschland"
2024/25,Gymnasium,05366028,"Mechernich, Stadt",166856,Gymnasium Am Turmhof,Städt. Gymnasium für Jungen und Mädchen,- Sekundarstufen I und II -,Nyonsplatz 1,53894,Mechernich,Öffentlich,02443,4031,02443,8923,166856@schule.nrw.de,520,1,50.5905992,6.6569012,"Nyonsplatz, Mechernich, Breitenbenden, Mechernich, Kreis Euskirchen, Nordrhein-Westfalen, 53894, Deutschland"
2024/25,Gymnasium,05366036,"Schleiden, Stadt",166868,Städt. Johannes-Sturmius-Gymnasium,Schleiden,,Am Alten Rathaus 1,53937,Schleiden,Öffentlich,02445,911230,02445,911231,166868@schule.nrw.de,435,1,50.5276028,6.4749364,"Altes Rathaus, 1, Am alten Rathaus, Scheuren, Schleiden, Kreis Euskirchen, Nordrhein-Westfalen, 53937, Deutschland"
2024/25,Gymnasium,05366036,"Schleiden, Stadt",166870,Clara-Fey-Gymnasium,Priv. Gymnasium für Jungen und Mädchen,,Malmedyer Str. 2,53937,Schleiden,Privat,02445,7012,02445,8507917,166870@schule.nrw.de,750,,50.5309434,6.4825669,"Clara-Fey-Gymnasium, 2, Malmedyer Straße, Olef, Schleiden, Kreis Euskirchen, Nordrhein-Westfalen, 53937, Deutschland"
2024/25,Gymnasium,05366044,"Zülpich, Stadt",166832,Franken-Gymnasium,- Sekundarstufen I und II -,,Keltenweg 14,53909,Zülpich,Öffentlich,02252,94430,02252,944320,166832@schule.nrw.de,755,2,50.6916636,6.6561066,"Franken-Gymnasium Zülpich, 14, Keltenweg, Hoven, Zülpich, Kreis Euskirchen, Nordrhein-Westfalen, 53909, Deutschland"
