Bezirksregierung,Kreis/Stadt,Schulform,Schulnummer,Schulname,Sozialindex,latitude,longitude,found_address
Köln,Stadt Bonn,Gesamtschule,191401,"Bonn, GE Elisabeth-Selbert-Gesamtschule",7,50.6953159,7.1484209,"Elisabeth-Selbert-Gesamtschule, 50, Elisabeth-Selbert-Allee, Plittersdorf, Bad Godesberg, Bonn, Nordrhein-Westfalen, 53175, Deutschland"
Köln,Stadt Bonn,Gesamtschule,193811,"Bonn, GE Bertolt-Brecht-Gesamtschule",6,50.7455604,7.0534196,"Bertolt-Brecht-Gesamtschule, 21-23, Schlesienstraße, Tannenbusch, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53119, Deutschland"
Köln,Stadt Bonn,Gesamtschule,195728,"Bonn, GE Marie-Kahle-Gesamtschule",4,50.7458619,7.0957593,"Marie-Kahle-Gesamtschule, 80, Graurheindorfer Straße, Bonn-Castell, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53111, Deutschland"
Köln,Stadt Bonn,Gesamtschule,196289,"Bonn, GE BONNS FÜNFTE",4,50.717834,7.1066981,"Gesamtschule Bonns Fünfte, 9, Eduard-Otto-Straße, Kessenich, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53129, Deutschland"
Köln,Stadt Bonn,Gymnasium,166236,"Bonn, Gym Beethoven",2,50.7306978,7.1092843,"Beethoven-Gymnasium, 51-53, Adenauerallee, Südstadt, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53113, Deutschland"
Köln,Stadt Bonn,Gymnasium,166250,"Bonn, Gym Ernst-Moritz-Arndt",2,50.7292681,7.0896171,"Ernst-Moritz-Arndt-Gymnasium, 1, Endenicher Allee, Weststadt, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53115, Deutschland"
Köln,Stadt Bonn,Gymnasium,166315,"Bonn, Gym Carl-von-Ossietzky",2,50.6896851,7.0691643,"Carl-von-Ossietzky-Gymnasium, Im Schmalzacker, Ückesdorf, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53125, Deutschland"
Köln,Stadt Bonn,Gymnasium,166340,"Bonn, Gym Clara-Schumann",2,50.7270858,7.1013855,"Clara-Schumann-Gymnasium, 14, Loestraße, Südstadt, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53113, Deutschland"
Köln,Stadt Bonn,Gymnasium,166352,"Bonn, Gym Hardtberg",2,50.702833,7.0543581,"Hardtberg-Gymnasium, Gaußstraße, Brüser Berg, Hardtberg, Bonn, Nordrhein-Westfalen, 53125, Deutschland"
Köln,Stadt Bonn,Gymnasium,166364,"Bonn, Gym Friedrich-Ebert",3,50.7090052,7.1255114,"Friedrich-Ebert-Gymnasium, Ollenhauerstraße, Museumsmeile, Gronau, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53113, Deutschland"
Köln,Stadt Bonn,Gymnasium,166376,"Bonn, Gym Helmholtz-Gymnasium",3,50.7217946,7.0568875,"Helmholtz-Gymnasium, Einsteinstraße, Duisdorf, Hardtberg, Bonn, Nordrhein-Westfalen, 53123, Deutschland"
Köln,Stadt Bonn,Gymnasium,166388,"Bonn, Gym Nicolaus-Cusanus",6,50.6959353,7.1554858,"Nicolaus-Cusanus-Gymnasium, 50, Gotenstraße, Plittersdorf, Bad Godesberg, Bonn, Nordrhein-Westfalen, 53175, Deutschland"
Köln,Stadt Bonn,Gymnasium,166406,"Bonn, Gym Tannenbusch",4,50.7512814,7.0426812,"Campus Tannenbusch, Waldenburger Ring, Tannenbusch, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53119, Deutschland"
Köln,Stadt Bonn,Gymnasium,166420,"Bonn, Gym Konrad-Adenauer",3,50.6706236,7.1680101,"Konrad-Adenauer-Gymnasium, 24-36, Max-Planck-Straße, Pennenfeld, Bad Godesberg, Bonn, Nordrhein-Westfalen, 53177, Deutschland"
Köln,Stadt Köln,Gesamtschule,100036,"Köln, GE Gesamtschule Helios",3,50.9500024,6.8755341,"Helios-Gesamtschule (Interim), Am Wassermann, Gewerbepark Triotop, Vogelsang, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
Köln,Stadt Köln,Gesamtschule,100041,"Köln, GE Wasseramselweg",4,50.9506913,6.8790599,"Gesamtschule Wasseramselweg, 2, Wasseramselweg, Alt-Vogelsang, Vogelsang, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
Köln,Stadt Köln,Gesamtschule,100068,"Köln, GE Berrenrather Straße",4,50.9197705,6.9277705,"Kath. Grundschule Berrenrather Straße, Berrenrather Straße, Sülz, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland"
Köln,Stadt Köln,Gesamtschule,100071,"Köln, GE Dellbrücker Mauspfad",4,50.9703656,7.0679432,"Gesamtschule Dellbrücker Mauspfad, 198, Dellbrücker Mauspfad, Dellbrück, Mülheim, Köln, Nordrhein-Westfalen, 51069, Deutschland"
Köln,Stadt Köln,Gesamtschule,100210,"Köln, GE Am Wassermann",5,50.9495159,6.8769996,"Gesamtschule Am Wassermann, 40, Am Wassermann, Vogelsang, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
Köln,Stadt Köln,Gesamtschule,100211,"Köln, GE Weidenpesch",5,50.9712515,6.9226872,"Interim Gesamtschule Weidenpesch, 279, Escher Straße, Bilderstöckchen, Nippes, Köln, Nordrhein-Westfalen, 50739, Deutschland"
Köln,Stadt Köln,Gesamtschule,100212,"Köln, GE Ossendorf",6,50.9495201,6.8768235,"Interim Gesamtschule Ossendorf, 40, Am Wassermann, Gewerbepark Triotop, Vogelsang, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
Köln,Stadt Köln,Gesamtschule,164161,"Köln, GE Rodenkirchen",3,50.8874659,6.9987601,"Gymnasium Rodenkirchen, Saarstraße, Rodenkirchen, Köln, Nordrhein-Westfalen, 50996, Deutschland"
Köln,Stadt Köln,Gesamtschule,183726,"Köln, GE Holweide",6,50.9620518,7.0386748,"Integrierte Gesamtschule Holweide, Karl-Höher-Straße, Holweide, Mülheim, Köln, Nordrhein-Westfalen, 51067, Deutschland"
Köln,Stadt Köln,Gesamtschule,184287,"Köln, GE Heinrich-Böll-Schule",6,51.0263992,6.8997864,"Heinrich-Böll-Gesamtschule, Merianstraße, Chorweiler, Köln, Nordrhein-Westfalen, 50765, Deutschland"
Köln,Stadt Köln,Gesamtschule,184913,"Köln, GE Lise-Meitner-Gesamtschule",7,50.8992845,7.063456,"Lise-Meitner-Gesamtschule, 36, Stresemannstraße, Finkenberg, Porz, Köln, Nordrhein-Westfalen, 51149, Deutschland"
Köln,Stadt Köln,Gesamtschule,184937,"Köln, GE Willy-Brandt-Gesamtschule",6,50.9839049,7.0435876,"Willy-Brandt-Gesamtschule, Auf dem Flachsacker, Höhenhaus, Mülheim, Köln, Nordrhein-Westfalen, 51061, Deutschland"
Köln,Stadt Köln,Gesamtschule,185176,"Köln, GE Europaschule Zollstock",5,,,
Köln,Stadt Köln,Gesamtschule,187902,"Köln, GE Max-Ernst-Gesamtschule",5,50.9789305,6.8709016,"Max-Ernst-Gesamtschule, Tollerstraße, Bocklemünd, Bocklemünd/Mengenich, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
Köln,Stadt Köln,Gesamtschule,188165,"Köln, GE Katharina-Henoth-Schule",9,50.9375579,7.0285533,"Katharina-Henoth-Gesamtschule, 17, Adalbertstraße, Höhenberg, Kalk, Köln, Nordrhein-Westfalen, 51103, Deutschland"
Köln,Stadt Köln,Gesamtschule,195959,"Köln, GE Carl-von-Ossietzky",4,50.9896638,6.9211493,"Carl-von-Ossietzky-Gesamtschule, 2, Ossietzkystraße, Neu-Longerich, Longerich, Nippes, Köln, Nordrhein-Westfalen, 50737, Deutschland"
Köln,Stadt Köln,Gesamtschule,198742,"Köln, GE Trude-Herr",8,50.9472876,6.9897216,"Trude-Herr-Gesamtschule, 43, Ferdinandstraße, Stegerwaldsiedlung, Mülheim, Köln, Nordrhein-Westfalen, 51063, Deutschland"
Köln,Stadt Köln,Gesamtschule,198912,"Köln, GE Köln-Innenstadt",3,50.9475083,6.9490806,"Generali Deutschland Krankenversicherung AG, 40, Hansaring, Agnesviertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50670, Deutschland"
Köln,Stadt Köln,Gymnasium,100040,"Köln, Gym Neue Sandkaul",2,50.9636793,6.8392748,"Gymnasium Neue Sandkaul, Unter Linden, Widdersdorf, Lindenthal, Köln, Nordrhein-Westfalen, 50859, Deutschland"
Köln,Stadt Köln,Gymnasium,100145,"Köln, Gym Zusestraße",2,50.9507668,6.8381397,"Städt. Gymnasium Zusestraße, 47, Zusestraße, Lövenich, Lindenthal, Köln, Nordrhein-Westfalen, 50859, Deutschland"
Köln,Stadt Köln,Gymnasium,100147,"Köln, Gym Müngersdorf",2,50.941062,6.8810545,"Gemeinschaftsgrundschule Müngersdorf, 64, Wendelinstraße, Müngersdorf, Lindenthal, Köln, Nordrhein-Westfalen, 50933, Deutschland"
Köln,Stadt Köln,Gymnasium,100205,"Köln, Gym Nippes",5,50.9614061,6.9498364,"Nyingma Zentrum Deutschland, 66, Siebachstraße, Sechzigviertel, Nippes, Köln, Nordrhein-Westfalen, 50733, Deutschland"
Köln,Stadt Köln,Gymnasium,100206,"Köln, Gym Rondorf",3,50.8772935,7.0068906,"Gymnasium Rondorf, 19, Eygelshovener Straße, Michaelshoven, Rodenkirchen, Köln, Nordrhein-Westfalen, 50999, Deutschland"
Köln,Stadt Köln,Gymnasium,166443,"Köln, Gym Leonardo-da-Vinci",2,50.9667927,6.9558644,"Leonardo-da-Vinci-Gymnasium, 15-17, Blücherstraße, Nippes, Köln, Nordrhein-Westfalen, 50733, Deutschland"
Köln,Stadt Köln,Gymnasium,166455,"Köln, Gym Rhein-Gymnasium",3,50.968437,7.0018208,"Rhein-Gymnasium, Krahnenstraße, Alt-Mülheim, Mülheim, Köln, Nordrhein-Westfalen, 51063, Deutschland"
Köln,Stadt Köln,Gymnasium,166479,"Köln, Gym Apostel-Gymnasium",1,,,
Köln,Stadt Köln,Gymnasium,166480,"Köln, Gym Montessori",3,50.9377553,7.0234414,"Montessori Grundschule Ferdinandstraße Außenstelle Höhenberg, Burgstraße, Höhenberg, Kalk, Köln, Nordrhein-Westfalen, 51103, Deutschland"
Köln,Stadt Köln,Gymnasium,166492,"Köln, Gym Königin-Luise",2,50.9392881,6.9435744,"Königin-Luise-Schule, Palmstraße, Apostelviertel, Altstadt-Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50672, Deutschland"
Köln,Stadt Köln,Gymnasium,166546,"Köln, Gym Erich Kästner",2,50.9730458,6.9638381,"Erich Kästner-Gymnasium, 7, Castroper Straße, Niehl, Nippes, Köln, Nordrhein-Westfalen, 50735, Deutschland"
Köln,Stadt Köln,Gymnasium,166558,"Köln, Gym Thusneldastraße",4,50.9352001,6.981331,"Gymnasium Thusneldastraße, 15-17, Thusneldastraße, Deutz, Innenstadt, Köln, Nordrhein-Westfalen, 50679, Deutschland"
Köln,Stadt Köln,Gymnasium,166571,"Köln, Gym Deutzer Gymnasium Schaurtestr.",3,50.9336311,6.9764027,"Deutzer Gymnasium Schaurtestraße, Gotenring, Deutz, Innenstadt, Köln, Nordrhein-Westfalen, 50679, Deutschland"
Köln,Stadt Köln,Gymnasium,166583,"Köln, Gym Genoveva-Gymnasium",7,50.9643097,7.0079365,"Genoveva-Gymnasium, Viktor-Speier-Holstein-Straße, Mülheim, Köln, Nordrhein-Westfalen, 51063, Deutschland"
Köln,Stadt Köln,Gymnasium,166595,"Köln, Gym Kaiserin-Augusta-Schule",2,50.9314926,6.958488,"Kaiserin-Augusta-Schule, Follerstraße, Georgsviertel, Altstadt-Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50676, Deutschland"
Köln,Stadt Köln,Gymnasium,166601,"Köln, Gym Kreuzgasse",2,50.9402441,6.9267993,"Gymnasium Kreuzgasse, 1, Vogelsanger Straße, Belgisches Viertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50672, Deutschland"
Köln,Stadt Köln,Gymnasium,166613,"Köln, Gym Friedrich-Wilhelm",2,50.9304488,6.9560382,"Friedrich Wilhelm Gymnasium, Kleine Spitzengasse, Georgsviertel, Altstadt-Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50676, Deutschland"
Köln,Stadt Köln,Gymnasium,166625,"Köln, Gym Hölderlin-Gymnasium",4,50.9572089,7.0062873,"Hölderlin-Gymnasium, Sonderburger Straße, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
Köln,Stadt Köln,Gymnasium,166637,"Köln, Gym Hansa",2,50.9478869,6.9509572,"Hansa-Gymnasium, 56, Hansaring, Agnesviertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50670, Deutschland"
Köln,Stadt Köln,Gymnasium,166649,"Köln, Gym Humboldt-Gymnasium",2,50.9264743,6.949729,"Humboldt-Gymnasium, 40, Kartäuserwall, Pantaleonsviertel, Altstadt-Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50676, Deutschland"
Köln,Stadt Köln,Gymnasium,166650,"Köln, Gym Kaiserin-Theophanu-Schule",4,50.9370486,7.0070961,"Kaiserin-Theophanu-Gymnasium, Hollweghstraße, Kalk, Köln, Nordrhein-Westfalen, 51103, Deutschland"
Köln,Stadt Köln,Gymnasium,166662,"Köln, Gym Albertus-Magnus-Gymnasium",3,50.9579785,6.9273257,"Albertus-Magnus-Gymnasium, 87, Ottostraße, Neuehrenfeld, Ehrenfeld, Köln, Nordrhein-Westfalen, 50823, Deutschland"
Köln,Stadt Köln,Gymnasium,166686,"Köln, Gym Johann-Gottfried-Herder",4,50.9511692,7.0215969,"Johann-Gottfried-Herder-Gymnasium, Königshütter Straße, Buchheim, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
Köln,Stadt Köln,Gymnasium,166698,"Köln, Gym Dreikönigs",4,,,
Köln,Stadt Köln,Gymnasium,166716,"Köln, Gym Hildegard-von-Bingen-Gymnasium",2,50.9173762,6.9330551,"Hildegard-von-Bingen-Gymnasium, 1, Leybergstraße, Sülz, Lindenthal, Köln, Nordrhein-Westfalen, 50939, Deutschland"
Köln,Stadt Köln,Gymnasium,166728,"Köln, Gym Schiller-Gymnasium",1,50.9234437,6.9299244,"Elisabeth-von-Thüringen- / Schiller-Gymnasium, 55, Nikolausstraße, Sülz, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland"
Köln,Stadt Köln,Gymnasium,166730,"Köln, Gym Elisabeth-von-Thüringen",1,50.9234437,6.9299244,"Elisabeth-von-Thüringen- / Schiller-Gymnasium, 55, Nikolausstraße, Sülz, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland"
Köln,Stadt Köln,Gymnasium,166923,"Köln, Gym Georg-Büchner",2,50.9348009,6.8383211,"Georg-Büchner-Gymnasium, 39, Ostlandstraße, Weiden, Lindenthal, Köln, Nordrhein-Westfalen, 50858, Deutschland"
Köln,Stadt Köln,Gymnasium,166935,"Köln, Gym Rodenkirchen",1,50.8874659,6.9987601,"Gymnasium Rodenkirchen, Saarstraße, Rodenkirchen, Köln, Nordrhein-Westfalen, 50996, Deutschland"
Köln,Stadt Köln,Gymnasium,167058,"Köln, Gym Maximilian-Kolbe-Gymnasium",4,50.8635775,7.0896744,"Maximilian-Kolbe-Gymnasium, 19-21, Nachtigallenstraße, Wahn, Porz, Köln, Nordrhein-Westfalen, 51147, Deutschland"
Köln,Stadt Köln,Gymnasium,167060,"Köln, Gym Stadt/Porz",5,,,
Köln,Stadt Köln,Gymnasium,183040,"Köln, Gym Lessing-Gymnasium",2,50.8675785,7.0563194,"Lessing-Gymnasium, Heerstraße, Zündorf, Porz, Köln, Nordrhein-Westfalen, 51143, Deutschland"
Köln,Stadt Köln,Gymnasium,184858,"Köln, Gym Heinrich-Heine-Gymnasium",4,50.9269217,7.04788,"Heinrich-Heine-Gymnasium, 100, Hardtgenbuscher Kirchweg, Ostheim, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
Köln,Stadt Köln,Gymnasium,185255,"Köln, Gym Heinrich-Mann-Gymnasium",5,,,
Köln,Stadt Köln,Gymnasium,185437,"Köln, Gym Köln-Pesch",2,50.997967,6.8719154,"Gymnasium Köln Pesch, 18, Schulstraße, Pesch, Chorweiler, Köln, Nordrhein-Westfalen, 50767, Deutschland"
Köln,Stadt Leverkusen,Gesamtschule,164124,"Leverkusen, GE Käthe-Kollwitz",7,51.0643905,6.9534227,"Käthe-Kollwitz-Schule, 25, Elbestraße, Rheindorf, Stadtbezirk I, Leverkusen, Nordrhein-Westfalen, 51371, Deutschland"
Köln,Stadt Leverkusen,Gesamtschule,189406,"Leverkusen, GE Schlebusch",4,51.0410907,7.0522559,"Gesamtschule Leverkusen-Schlebusch, Opladener Straße, Schlebusch, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51375, Deutschland"
Köln,Stadt Leverkusen,Gymnasium,165001,"Leverkusen, Gym Freiherr-vom-Stein",2,51.0341394,7.038199,"Freiherr-vom-Stein-Gymnasium, 77, Morsbroicher Straße, Schlebusch, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51375, Deutschland"
Köln,Stadt Leverkusen,Gymnasium,165013,"Leverkusen, Gym Lise-Meitner",4,51.0339321,7.0010841,"Lise-Meitner-Gymnasium, 50, Am Stadtpark, Wiesdorf, Stadtbezirk I, Leverkusen, Nordrhein-Westfalen, 51373, Deutschland"
Köln,Stadt Leverkusen,Gymnasium,166194,"Leverkusen, Gym Landrat-Lucas",3,51.0629557,7.0013898,"Landrat-Lucas-Gymnasium, 7-11, Peter-Neuenheuser-Straße, Opladen, Stadtbezirk II, Leverkusen, Nordrhein-Westfalen, 51379, Deutschland"
Köln,Stadt Leverkusen,Gymnasium,166200,"Leverkusen, Gym Werner-Heisenberg",3,51.0662753,7.0438615,"Werner-Heisenberg-Gymnasium, Werner-Heisenberg-Straße, Lützenkirchen, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51381, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,100016,"Stolberg, GE Kupferstädter",5,50.7819,6.2276138,"Kupferstädter Gesamtschule, 1, Breslauer Straße, Donnerberg, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52222, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,189110,"Aachen, GE Heinrich-Heine-Schule",6,50.8046289,6.0498504,"Heinrich-Heine-Gesamtschule, 89, Hander Weg, Laurensberg, Vetschau, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52072, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,190070,"Eschweiler, GE Waldschule",5,50.8031619,6.2480179,"Waldschule - Städtische Gesamtschule, 12-16, Friedrichstraße, Pumpe, Eschweiler, Städteregion Aachen, Nordrhein-Westfalen, 52249, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,190251,"Alsdorf, GE Gustav-Heinemann-Schule",5,50.8800401,6.1731283,"Gustav Heinemann-Gesamtschule, 1, Am Klött, Schaufenberg, Alsdorf, Städteregion Aachen, Nordrhein-Westfalen, 52477, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,190688,"Aachen, GE Brand",5,50.7504003,6.1532199,"Gesamtschule Brand, 99, Rombachstraße, Brand, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52078, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,191383,"Herzogenrath, GE Europaschule",4,50.881616,6.1130359,"Europaschule Herzogenrath, 8, Am Langenpfahl, Magerau, Herzogenrath, Städteregion Aachen, Nordrhein-Westfalen, 52134, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,193458,"Aachen, GE Maria-Montessori",6,50.7661408,6.1033337,"Maria-Montessori-Gesamtschule, 18, Bergische Gasse, Steffensviertel, Frankenberger Viertel, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,196290,"Aachen, GE Sandkaulstraße",5,50.7805949,6.0880372,"Sandkaulstraße, Kaiserplatz, Frankenberger Viertel, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,196721,"Stolberg, GE Sperberweg",5,50.7666173,6.2215027,"Sperberweg, Liester, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52223, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,197348,"Herzogenrath, GE Maria-Sibylla-Merian",3,50.8290713,6.0904898,"Maria-Sibylla-Merian-Gesamtschule Standort 2, 38, Pestalozzistraße, Forstheide, Kämpchen, Herzogenrath, Städteregion Aachen, Nordrhein-Westfalen, 52134, Deutschland"
Köln,Städteregion Aachen,Gesamtschule,199515,"Würselen, GE Krottstraße",5,50.8206365,6.1415022,"Gesamtschule Würselen, 64a, Krottstraße, Kapellenfeldchen, Drisch, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167290,"Aachen, Gym Kaiser-Karls",3,50.7770369,6.0821235,"Kaiser-Karls-Gymnasium, 7, Augustinerbach, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167319,"Aachen, Gym Rhein-Maas",3,50.7576138,6.0867685,"Rhein-Maas-Gymnasium, 2, Rhein-Maas-Straße, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167320,"Aachen, Gym Anne-Frank",2,50.804875,6.0514797,"Anne-Frank-Gymnasium, 89, Hander Weg, Laurensberg, Vetschau, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52072, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167332,"Aachen, Gym Couven",4,50.7631947,6.0709447,"Couven-Gymnasium, 111a, Lütticher Straße, Hanbruch, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52074, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167356,"Aachen, Gym Einhard",3,50.7567163,6.0926407,"Einhard-Gymnasium, 4, Robert-Schuman-Straße, Siegel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52066, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167368,"Aachen, Gym St.Leonhard",3,50.772826,6.0827074,"Gymnasium St. Leonhard, 9, Jesuitenstraße, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167381,"Aachen, Gym Geschwister-Scholl",7,50.7758578,6.1226824,"Geschwister-Scholl-Gymnasium, 200, Stolberger Straße, Forst, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52068, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167393,"Aachen, Gym Inda",2,50.7251754,6.1774209,"Inda-Gymnasium, 52, Gangolfsweg, Kornelimünster, Kornelimünster/Walheim, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52076, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167400,"Alsdorf, Gym Alsdorf",3,50.7781129,7.8828111,"Alsdorf Schule, Hauptstraße, Alsdorf, Betzdorf-Gebhardshain, Landkreis Altenkirchen (Westerwald), Rheinland-Pfalz, 57518, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167411,"Baesweiler, Gym Otto-Hahn-Str.",3,50.9109015,6.1873079,"Gymnasium der Stadt Baesweiler, 16-18, Otto-Hahn-Straße, Baesweiler, Städteregion Aachen, Nordrhein-Westfalen, 52499, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167435,"Eschweiler, Gym Peter-Paul-Str.",4,50.8201892,6.2738763,"Peter-Paul-Straße, Röthgen, Nothberg, Eschweiler, Städteregion Aachen, Nordrhein-Westfalen, 52249, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167447,"Herzogenrath, Gym Bardenberger Str.",2,50.8631333,6.1069929,"Städtisches Gymnasium Herzogenrath, 72, Bardenberger Straße, Ruif, Herzogenrath, Städteregion Aachen, Nordrhein-Westfalen, 52134, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167459,"Monschau, Gym St. Michael",2,50.5566274,6.2362181,"St.-Michael-Gymnasium, 51, Walter-Scheibler-Straße, Mützenich, Monschau, Städteregion Aachen, Nordrhein-Westfalen, 52156, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167460,"Stolberg, Gym Ritzefeld",3,50.7762372,6.2281502,"Ritzefeldstraße, Donnerberg, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52222, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167472,"Stolberg, Gym Goethe",3,50.7688431,6.2228606,"Goethe Gymnasium Stolberg, 5, Lerchenweg, Liester, Stolberg, Städteregion Aachen, Nordrhein-Westfalen, 52223, Deutschland"
Köln,Städteregion Aachen,Gymnasium,167484,"Würselen, Gym Klosterstraße",3,50.8199231,6.1287097,"Klosterstraße, Bissen, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland"
Münster,Kreis Borken,Gesamtschule,100024,"Gronau, GE Euregioschule",3,52.2066554,7.0364969,"Gesamtschule Gronau, 25, Laubstiege, Morgensternsiedlung, Eßseite, Gronau, Kreis Borken, Nordrhein-Westfalen, 48599, Deutschland"
Münster,Kreis Borken,Gesamtschule,197798,"Rhede, GE Büssingstraße",2,51.8396326,6.6861159,"Gesamtschule Rhede, Büssingstraße, Rhede, Kreis Borken, Nordrhein-Westfalen, 46414, Deutschland"
Münster,Kreis Borken,Gesamtschule,197816,"Ahaus, GE Irena-Sendler",2,52.0807766,6.9976388,"Irena-Sendler-Gesamtschule, 6-8, Hof zum Ahaus, Wüllen, Ahaus, Kreis Borken, Nordrhein-Westfalen, 48683, Deutschland"
Münster,Kreis Borken,Gesamtschule,198171,"Gescher, GE Borkener Damm",2,51.9449,6.9871814,"Borkener Damm, Gescher, Kreis Borken, Nordrhein-Westfalen, 48712, Deutschland"
Münster,Kreis Borken,Gesamtschule,198237,"Borken, GE Jodocus Nünning",2,51.8596938,6.8442186,"Jodocus-Nünning-Gesamtschule, Neumühlenallee, Gemen-Kirchspiel, Borken, Kreis Borken, Nordrhein-Westfalen, 46325, Deutschland"
Münster,Kreis Borken,Gesamtschule,198298,"Bocholt, GE Rheinstraße",3,51.827625,6.621791,"Gesamtschule Bocholt, 4, Rheinstraße, Bocholt, Kreis Borken, Nordrhein-Westfalen, 46395, Deutschland"
Münster,Kreis Borken,Gesamtschule,199163,"Gronau, GE Laubstiege",6,52.2066554,7.0364969,"Gesamtschule Gronau, 25, Laubstiege, Morgensternsiedlung, Eßseite, Gronau, Kreis Borken, Nordrhein-Westfalen, 48599, Deutschland"
Münster,Kreis Borken,Gesamtschule,199977,"Borken, GE Julia-Koppers-Gesamtschule",3,51.838234,6.8532979,"Julia-Koppers-Gesamtschule, Windthorststraße, Borken, Kreis Borken, Nordrhein-Westfalen, 46325, Deutschland"
Münster,Kreis Borken,Gymnasium,167678,"Bocholt, Gym St.-Georg-Gymnasium Bocholt",2,,,
Münster,Kreis Borken,Gymnasium,167680,"Bocholt, Gym Marien",3,,,
Münster,Kreis Borken,Gymnasium,167988,"Ahaus, Gym Alexander-Hegius",2,52.084795,7.0090891,"Alexander-Hegius-Gymnasium, 18, Fuistingstraße, Ahaus, Kreis Borken, Nordrhein-Westfalen, 48683, Deutschland"
